"sport","event","year","athlete_id","country_id","bronze","silver","gold"
"Track and Field","Women's Javelin Throw","2016-01-01",101308,11,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",101322,7,NULL,NULL,NULL
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01",101332,46,NULL,NULL,NULL
"Track and Field","Men's High Jump","2016-01-01",101381,195,NULL,NULL,NULL
"Track and Field","Men's 10,000 metres","2016-01-01",101388,131,NULL,NULL,NULL
"Track and Field","Men's 5,000 metres","2016-01-01",101419,11,NULL,NULL,NULL
"Track and Field","Men's 400 metres Hurdles","2016-01-01",101421,195,NULL,NULL,NULL
"Swimming","Swimming Women's 800 metres Freestyle","2016-01-01",101435,131,NULL,NULL,NULL
"Track and Field","Men's Javelin Throw","2016-01-01",101452,11,NULL,NULL,NULL
"Track and Field","Women's 10,000 metres","2016-01-01",101531,147,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",101540,26,NULL,NULL,NULL
"Track and Field","Women's 20 kilometres Walk","2016-01-01",101608,151,NULL,NULL,NULL
"Track and Field","Men's 400 metres Hurdles","2016-01-01",101628,73,NULL,NULL,NULL
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",101632,195,NULL,NULL,NULL
"Track and Field","Men's 200 metres","2016-01-01",101660,34,NULL,NULL,NULL
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",101660,34,"1",NULL,NULL
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01",101678,67,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",101678,67,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",101678,67,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Rings","2016-01-01",101678,67,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",101678,67,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01",101680,26,NULL,NULL,NULL
"Track and Field","Women's 800 metres","2016-01-01",101734,197,NULL,NULL,NULL
"Track and Field","Men's 1,500 metres","2016-01-01",101747,132,NULL,NULL,NULL
"Track and Field","Men's 20 kilometres Walk","2016-01-01",101815,23,NULL,NULL,NULL
"Track and Field","Men's 800 metres","2016-01-01",101841,42,NULL,NULL,NULL
"Track and Field","Women's Hammer Throw","2016-01-01",101850,199,NULL,NULL,NULL
"Track and Field","Women's Heptathlon","2016-01-01",101863,50,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01",101945,34,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Horse Vault","2016-01-01",101945,34,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",101945,34,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",101945,34,NULL,NULL,NULL
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",101954,154,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",101997,18,NULL,NULL,NULL
"Track and Field","Men's Javelin Throw","2016-01-01",102024,71,NULL,NULL,"1"
"Track and Field","Women's Triple Jump","2016-01-01",102089,199,NULL,"1",NULL
"Track and Field","Women's 100 metres Hurdles","2016-01-01",102132,71,NULL,NULL,NULL
"Track and Field","Men's 100 metres","2016-01-01",102165,14,NULL,NULL,NULL
"Track and Field","Women's 100 metres Hurdles","2016-01-01",102175,195,NULL,NULL,"1"
"Track and Field","Women's Pole Vault","2016-01-01",102182,71,NULL,NULL,NULL
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01",102220,193,NULL,NULL,NULL
"Track and Field","Men's Shot Put","2016-01-01",102230,26,NULL,NULL,NULL
"Track and Field","Men's 800 metres","2016-01-01",102237,34,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01",102238,62,NULL,NULL,NULL
"Track and Field","Women's 400 metres Hurdles","2016-01-01",102258,96,NULL,NULL,NULL
"Track and Field","Women's 10,000 metres","2016-01-01",102329,120,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",102330,39,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",102388,26,NULL,NULL,NULL
"Track and Field","Men's 400 metres","2016-01-01",102439,73,NULL,NULL,NULL
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",102439,73,NULL,NULL,NULL
"Track and Field","Men's 5,000 metres","2016-01-01",102463,15,NULL,NULL,NULL
"Track and Field","Women's 200 metres","2016-01-01",102505,26,NULL,NULL,NULL
"Track and Field","Men's Discus Throw","2016-01-01",102546,157,NULL,NULL,NULL
"Track and Field","Men's High Jump","2016-01-01",102749,158,NULL,NULL,NULL
"Track and Field","Women's High Jump","2016-01-01",102781,92,NULL,NULL,NULL
"Track and Field","Women's Long Jump","2016-01-01",102828,151,NULL,NULL,NULL
"Track and Field","Men's 800 metres","2016-01-01",102886,15,NULL,NULL,NULL
"Track and Field","Men's 800 metres","2016-01-01",102888,97,NULL,NULL,NULL
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01",102890,97,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",102980,170,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01",102980,170,NULL,NULL,NULL
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01",102980,170,NULL,NULL,NULL
"Track and Field","Women's 1,500 metres","2016-01-01",103025,195,NULL,NULL,NULL
"Track and Field","Men's 800 metres","2016-01-01",103085,170,NULL,NULL,NULL
"Track and Field","Women's 400 metres","2016-01-01",103188,11,NULL,NULL,NULL
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",103188,11,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",103225,34,"1",NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",103225,34,"1",NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",103225,34,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01",103265,96,NULL,NULL,NULL
"Track and Field","Men's 800 metres","2016-01-01",103274,97,NULL,NULL,"1"
"Track and Field","Men's 800 metres","2016-01-01",103288,167,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",103328,25,NULL,NULL,NULL
"Swimming","Swimming Men's 10 kilometres Open Water","2016-01-01",103342,92,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",103379,42,NULL,NULL,NULL
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",103386,50,NULL,NULL,NULL
"Track and Field","Women's Javelin Throw","2016-01-01",103394,42,NULL,NULL,NULL
"Track and Field","Men's 50 kilometres Walk","2016-01-01",103408,42,NULL,NULL,NULL
"Track and Field","Men's 50 kilometres Walk","2016-01-01",103460,102,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",103490,195,NULL,NULL,"1"
"Track and Field","Men's 10,000 metres","2016-01-01",103528,195,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",103528,195,"1",NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",103592,193,NULL,NULL,NULL
"Track and Field","Men's 400 metres","2016-01-01",103597,14,NULL,NULL,NULL
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",103597,14,"1",NULL,NULL
"Track and Field","Women's 400 metres Hurdles","2016-01-01",103616,93,NULL,NULL,NULL
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",103640,26,NULL,NULL,NULL
"Track and Field","Men's Long Jump","2016-01-01",103686,73,"1",NULL,NULL
"Track and Field","Men's 100 metres","2016-01-01",103720,98,NULL,NULL,NULL
"Track and Field","Men's Javelin Throw","2016-01-01",103723,66,NULL,NULL,NULL
"Track and Field","Women's 200 metres","2016-01-01",103760,190,NULL,NULL,NULL
"Swimming","Swimming Men's 10 kilometres Open Water","2016-01-01",103801,195,NULL,NULL,NULL
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",103802,90,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01",103802,90,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01",103802,90,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01",103877,152,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Backstroke","2016-01-01",103877,152,"1",NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",103877,152,NULL,NULL,NULL
"Track and Field","Women's Triple Jump","2016-01-01",103888,96,"1",NULL,NULL
"Track and Field","Women's Pole Vault","2016-01-01",103927,71,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",103943,188,NULL,NULL,NULL
"Track and Field","Men's 100 metres","2016-01-01",103958,114,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Backstroke","2016-01-01",104028,92,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",104028,92,NULL,NULL,NULL
"Track and Field","Women's Heptathlon","2016-01-01",104130,62,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",104135,3,NULL,NULL,NULL
"Track and Field","Women's 1,500 metres","2016-01-01",104155,63,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01",104160,152,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",104160,152,NULL,NULL,NULL
"Track and Field","Women's 10,000 metres","2016-01-01",104176,194,NULL,NULL,NULL
"Track and Field","Men's 4 x 100 metres Relay","2016-01-01",104222,189,NULL,NULL,NULL
"Track and Field","Men's 100 metres","2016-01-01",104231,72,NULL,NULL,NULL
"Track and Field","Women's Hammer Throw","2016-01-01",104239,52,NULL,NULL,NULL
"Track and Field","Women's Long Jump","2016-01-01",104290,178,NULL,NULL,NULL
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",104322,3,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01",104322,3,NULL,NULL,NULL
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01",104323,111,NULL,NULL,NULL
"Track and Field","Women's Hammer Throw","2016-01-01",104330,189,NULL,NULL,NULL
"Track and Field","Men's 200 metres","2016-01-01",104360,136,NULL,NULL,NULL
"Track and Field","Women's 10,000 metres","2016-01-01",104382,97,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01",104486,94,NULL,"1",NULL
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01",104487,94,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Backstroke","2016-01-01",104487,94,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",104487,94,NULL,NULL,NULL
"Track and Field","Women's Triple Jump","2016-01-01",104588,193,NULL,NULL,NULL
"Track and Field","Women's 400 metres","2016-01-01",104641,162,NULL,NULL,NULL
"Track and Field","Men's 20 kilometres Walk","2016-01-01",104656,120,NULL,NULL,NULL
"Track and Field","Men's 50 kilometres Walk","2016-01-01",104663,199,NULL,NULL,NULL
"Track and Field","Men's Decathlon","2016-01-01",104884,62,NULL,NULL,NULL
"Track and Field","Men's Long Jump","2016-01-01",104929,170,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01",104947,49,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Backstroke","2016-01-01",104947,49,NULL,NULL,NULL
"Swimming","Swimming Women's 400 metres Individual Medley","2016-01-01",104947,49,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",104952,115,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01",104982,74,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Breaststroke","2016-01-01",104982,74,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",104982,74,NULL,NULL,NULL
"Track and Field","Men's Discus Throw","2016-01-01",104985,89,NULL,NULL,NULL
"Track and Field","Men's 400 metres","2016-01-01",105024,97,NULL,NULL,NULL
"Track and Field","Women's 200 metres","2016-01-01",105056,130,NULL,NULL,NULL
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01",105056,130,NULL,NULL,NULL
"Track and Field","Women's Discus Throw","2016-01-01",105060,11,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",105064,73,NULL,NULL,NULL
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01",105209,173,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",105209,173,NULL,NULL,NULL
"Track and Field","Women's 20 kilometres Walk","2016-01-01",105215,120,NULL,NULL,NULL
"Track and Field","Women's 200 metres","2016-01-01",105217,56,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01",105265,121,NULL,NULL,NULL
"Track and Field","Women's High Jump","2016-01-01",105289,66,NULL,NULL,NULL
"Track and Field","Men's Triple Jump","2016-01-01",105393,14,NULL,NULL,NULL
"Track and Field","Men's 400 metres","2016-01-01",105430,91,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",105444,44,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01",105479,18,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",105485,80,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",105535,67,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",105535,67,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",105546,26,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",105551,26,NULL,NULL,NULL
"Track and Field","Women's 800 metres","2016-01-01",105597,92,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Individual Medley","2016-01-01",105613,147,NULL,NULL,NULL
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01",105613,147,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",105624,26,NULL,NULL,NULL
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01",105632,26,NULL,NULL,NULL
"Track and Field","Men's 400 metres","2016-01-01",105640,56,NULL,NULL,NULL
"Track and Field","Men's 4 x 400 metres Relay","2016-01-01",105640,56,NULL,NULL,NULL
"Track and Field","Women's 100 metres","2016-01-01",105655,26,NULL,NULL,NULL
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01",105655,26,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","2016-01-01",105666,92,NULL,NULL,NULL
"Track and Field","Men's 50 kilometres Walk","2016-01-01",105716,57,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",105727,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01",105727,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",105727,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",105727,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",105727,26,NULL,NULL,NULL
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",105773,11,NULL,NULL,NULL
"Track and Field","Women's Triple Jump","2016-01-01",105849,173,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",105916,94,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01",105918,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01",105918,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",105918,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horse Vault","2016-01-01",105918,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",105918,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",105918,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Rings","2016-01-01",105918,26,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",105918,26,NULL,NULL,NULL
"Track and Field","Women's Shot Put","2016-01-01",106138,195,NULL,NULL,NULL
"Track and Field","Men's 50 kilometres Walk","2016-01-01",106187,162,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01",106188,34,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",106188,34,"1",NULL,NULL
"Track and Field","Men's 20 kilometres Walk","2016-01-01",106214,108,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",106310,37,NULL,NULL,NULL
"Swimming","Swimming Men's 50 metres Freestyle","2016-01-01",106326,30,NULL,NULL,NULL
"Track and Field","Men's Pole Vault","2016-01-01",106334,94,NULL,NULL,NULL
"Swimming","Swimming Men's 1,500 metres Freestyle","2016-01-01",106346,146,NULL,NULL,NULL
"Track and Field","Women's Long Jump","2016-01-01",106354,73,NULL,NULL,NULL
"Track and Field","Men's Hammer Throw","2016-01-01",106355,47,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",106401,85,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",106401,85,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",106401,85,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",106401,85,NULL,NULL,NULL
"Track and Field","Men's 20 kilometres Walk","2016-01-01",106420,188,NULL,NULL,NULL
"Track and Field","Women's 400 metres Hurdles","2016-01-01",106494,52,NULL,NULL,NULL
"Track and Field","Women's Heptathlon","2016-01-01",106542,71,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01",106553,71,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",106553,71,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",106553,71,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",106646,71,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01",106646,71,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",106646,71,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",106646,71,"1",NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",106646,71,NULL,NULL,NULL
"Track and Field","Women's High Jump","2016-01-01",106750,155,NULL,NULL,NULL
"Track and Field","Men's Pole Vault","2016-01-01",106759,71,NULL,NULL,NULL
"Track and Field","Women's Marathon","2016-01-01",106770,71,NULL,NULL,NULL
"Track and Field","Women's 100 metres","2016-01-01",106907,130,NULL,NULL,NULL
"Track and Field","Women's 200 metres","2016-01-01",106907,130,NULL,"1",NULL
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01",106907,130,NULL,NULL,NULL
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01",106999,179,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",107165,71,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",107185,195,NULL,"1",NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",107185,195,NULL,NULL,"1"
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01",107436,165,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Butterfly","2016-01-01",107436,165,NULL,NULL,"1"
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01",107519,10,NULL,NULL,NULL
"Track and Field","Women's 100 metres Hurdles","2016-01-01",107570,12,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Breaststroke","2016-01-01",107644,76,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01",107763,157,NULL,NULL,NULL
"Track and Field","Women's Shot Put","2016-01-01",107834,71,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",107924,130,NULL,NULL,NULL
"Track and Field","Women's 10,000 metres","2016-01-01",107988,170,NULL,NULL,NULL
"Swimming","Swimming Men's 100 metres Freestyle","2016-01-01",107993,73,NULL,NULL,NULL
"Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","2016-01-01",107993,73,NULL,"1",NULL
"Swimming","Swimming Men's 4 x 100 metres Medley Relay","2016-01-01",107993,73,NULL,"1",NULL
"Track and Field","Women's 400 metres Hurdles","2016-01-01",108023,47,NULL,NULL,NULL
"Track and Field","Women's 100 metres Hurdles","2016-01-01",108080,20,NULL,NULL,NULL
"Track and Field","Women's 100 metres","2016-01-01",108097,65,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",108098,90,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Breaststroke","2016-01-01",108105,8,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Breaststroke","2016-01-01",108114,84,NULL,NULL,NULL
"Track and Field","Men's 3,000 metres Steeplechase","2016-01-01",108125,63,NULL,NULL,NULL
"Track and Field","Women's 5,000 metres","2016-01-01",108132,34,NULL,NULL,NULL
"Track and Field","Women's 4 x 100 metres Relay","2016-01-01",108181,130,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Backstroke","2016-01-01",108198,11,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Backstroke","2016-01-01",108198,11,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",108198,11,NULL,"1",NULL
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01",108212,52,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",108212,52,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",108241,167,NULL,NULL,NULL
"Swimming","Swimming Women's 50 metres Freestyle","2016-01-01",108302,21,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",108365,71,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01",108365,71,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",108365,71,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",108365,71,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",108365,71,NULL,NULL,NULL
"Track and Field","Women's 10,000 metres","2016-01-01",108400,94,NULL,NULL,NULL
"Track and Field","Women's 800 metres","2016-01-01",108486,104,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Individual Medley","2016-01-01",108493,34,NULL,NULL,NULL
"Track and Field","Men's Discus Throw","2016-01-01",108528,193,NULL,NULL,NULL
"Track and Field","Women's 800 metres","2016-01-01",108532,170,NULL,NULL,"1"
"Gymnastics","Gymnastics Men's Individual All-Around","2016-01-01",108544,193,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Team All-Around","2016-01-01",108544,193,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",108544,193,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Parallel Bars","2016-01-01",108544,193,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",108544,193,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Rings","2016-01-01",108544,193,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Pommelled Horse","2016-01-01",108544,193,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Breaststroke","2016-01-01",108585,190,NULL,NULL,NULL
"Track and Field","Women's Discus Throw","2016-01-01",108600,108,NULL,NULL,NULL
"Track and Field","Women's Hammer Throw","2016-01-01",108601,161,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",108745,66,NULL,NULL,NULL
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01",108811,18,NULL,NULL,NULL
"Track and Field","Women's Long Jump","2016-01-01",108811,18,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Butterfly","2016-01-01",108960,94,NULL,NULL,NULL
"Swimming","Swimming Men's 400 metres Individual Medley","2016-01-01",108960,94,"1",NULL,NULL
"Track and Field","Men's 1,500 metres","2016-01-01",108968,15,NULL,NULL,NULL
"Track and Field","Women's 1,500 metres","2016-01-01",109011,63,NULL,NULL,NULL
"Track and Field","Women's 100 metres Hurdles","2016-01-01",109031,14,NULL,NULL,NULL
"Track and Field","Men's 400 metres Hurdles","2016-01-01",109053,188,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Backstroke","2016-01-01",109082,152,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01",109152,114,NULL,NULL,NULL
"Track and Field","Men's Javelin Throw","2016-01-01",109171,198,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Individual All-Around","2016-01-01",109218,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Team All-Around","2016-01-01",109218,40,"1",NULL,NULL
"Gymnastics","Gymnastics Women's Floor Exercise","2016-01-01",109218,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Uneven Bars","2016-01-01",109218,40,NULL,NULL,NULL
"Gymnastics","Gymnastics Women's Balance Beam","2016-01-01",109218,40,NULL,NULL,NULL
"Swimming","Swimming Men's 200 metres Freestyle","2016-01-01",109219,40,NULL,NULL,NULL
"Track and Field","Men's 20 kilometres Walk","2016-01-01",109221,170,NULL,NULL,NULL
"Track and Field","Women's 100 metres","2016-01-01",109286,198,NULL,NULL,NULL
"Track and Field","Women's 200 metres","2016-01-01",109286,198,NULL,NULL,NULL
"Track and Field","Men's Long Jump","2016-01-01",109295,86,NULL,NULL,NULL
"Track and Field","Women's Long Jump","2016-01-01",109309,9,NULL,NULL,NULL
"Track and Field","Women's 800 metres","2016-01-01",109318,73,NULL,NULL,NULL
"Track and Field","Women's 3,000 metres Steeplechase","2016-01-01",109344,193,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Floor Exercise","2016-01-01",109346,91,NULL,NULL,NULL
"Gymnastics","Gymnastics Men's Horizontal Bar","2016-01-01",109346,91,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",109470,146,NULL,NULL,NULL
"Track and Field","Men's Marathon","2016-01-01",109513,11,NULL,NULL,NULL
"Swimming","Swimming Women's 100 metres Freestyle","2016-01-01",109533,40,NULL,NULL,NULL
"Swimming","Swimming Women's 200 metres Freestyle","2016-01-01",109533,40,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","2016-01-01",109533,40,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","2016-01-01",109533,40,NULL,NULL,NULL
"Swimming","Swimming Women's 4 x 100 metres Medley Relay","2016-01-01",109533,40,NULL,NULL,NULL
"Track and Field","Women's 400 metres","2016-01-01",109566,86,NULL,NULL,NULL
"Track and Field","Women's 4 x 400 metres Relay","2016-01-01",109566,86,NULL,NULL,NULL
