datetime,date,gage_height_ft
2012-08-10 23:00:00,2012-08-10,2.69
2012-08-11 23:00:00,2012-08-11,2.52
2012-08-12 23:00:00,2012-08-12,2.38
2012-08-13 23:00:00,2012-08-13,2.60
2012-08-14 23:00:00,2012-08-14,2.48
2012-08-15 23:00:00,2012-08-15,2.39
2012-08-16 23:00:00,2012-08-16,2.43
2012-08-17 23:00:00,2012-08-17,3.16
2012-08-18 23:00:00,2012-08-18,2.85
2012-08-19 23:00:00,2012-08-19,2.71
2012-08-20 23:00:00,2012-08-20,2.56
2012-08-21 23:00:00,2012-08-21,2.48
2012-08-22 23:00:00,2012-08-22,2.41
2012-08-23 23:00:00,2012-08-23,2.42
2012-08-24 23:00:00,2012-08-24,2.24
2012-08-25 23:00:00,2012-08-25,2.20
2012-08-26 23:00:00,2012-08-26,2.22
2012-08-27 23:00:00,2012-08-27,2.24
2012-08-28 23:00:00,2012-08-28,2.09
2012-08-29 23:00:00,2012-08-29,2.08
2012-08-30 23:00:00,2012-08-30,2.11
2012-08-31 23:00:00,2012-08-31,2.04
2012-09-01 23:00:00,2012-09-01,2.18
2012-09-02 23:00:00,2012-09-02,2.67
2012-09-03 23:00:00,2012-09-03,2.46
2012-09-04 23:00:00,2012-09-04,2.46
2012-09-05 23:00:00,2012-09-05,2.76
2012-09-06 23:00:00,2012-09-06,2.98
2012-09-07 23:00:00,2012-09-07,2.73
2012-09-08 23:00:00,2012-09-08,2.65
2012-09-09 23:00:00,2012-09-09,2.58
2012-09-10 23:00:00,2012-09-10,2.56
2012-09-11 23:00:00,2012-09-11,2.45
2012-09-12 23:00:00,2012-09-12,2.47
2012-09-13 23:00:00,2012-09-13,2.42
2012-09-14 23:00:00,2012-09-14,2.32
2012-09-15 23:00:00,2012-09-15,2.31
2012-09-16 23:00:00,2012-09-16,2.33
2012-09-17 23:00:00,2012-09-17,6.08
2012-09-18 23:00:00,2012-09-18,4.63
2012-09-19 23:00:00,2012-09-19,3.49
2012-09-20 23:00:00,2012-09-20,3.17
2012-09-21 23:00:00,2012-09-21,2.99
2012-09-22 23:00:00,2012-09-22,2.86
2012-09-23 23:00:00,2012-09-23,2.80
2012-09-24 23:00:00,2012-09-24,2.73
2012-09-25 23:00:00,2012-09-25,2.70
2012-09-26 23:00:00,2012-09-26,2.64
2012-09-27 23:00:00,2012-09-27,2.61
2012-09-28 23:00:00,2012-09-28,2.56
2012-09-29 23:00:00,2012-09-29,2.53
2012-09-30 23:00:00,2012-09-30,2.48
2012-10-01 23:00:00,2012-10-01,4.02
2012-10-02 23:00:00,2012-10-02,3.78
2012-10-03 23:00:00,2012-10-03,3.29
2012-10-04 23:00:00,2012-10-04,3.10
2012-10-05 23:00:00,2012-10-05,2.97
2012-10-06 23:00:00,2012-10-06,2.89
2012-10-07 23:00:00,2012-10-07,2.85
2012-10-08 23:00:00,2012-10-08,2.81
2012-10-09 23:00:00,2012-10-09,2.74
2012-10-10 23:00:00,2012-10-10,2.73
2012-10-11 23:00:00,2012-10-11,2.65
2012-10-12 23:00:00,2012-10-12,3.70
2012-10-13 23:00:00,2012-10-13,3.22
2012-10-14 23:00:00,2012-10-14,3.06
2012-10-15 23:00:00,2012-10-15,3.31
2012-10-16 23:00:00,2012-10-16,3.10
2012-10-17 23:00:00,2012-10-17,2.95
2012-10-18 23:00:00,2012-10-18,3.64
2012-10-19 23:00:00,2012-10-19,3.23
2012-10-20 23:00:00,2012-10-20,3.06
2012-10-21 23:00:00,2012-10-21,2.93
2012-10-22 23:00:00,2012-10-22,2.85
2012-10-23 23:00:00,2012-10-23,2.83
2012-10-24 23:00:00,2012-10-24,2.77
2012-10-25 23:00:00,2012-10-25,2.73
2012-10-26 23:00:00,2012-10-26,2.69
2012-10-27 23:00:00,2012-10-27,2.67
2012-10-28 23:00:00,2012-10-28,2.64
2012-10-29 23:00:00,2012-10-29,2.61
2012-10-30 23:00:00,2012-10-30,2.53
2012-10-31 23:00:00,2012-10-31,2.50
2012-11-01 23:00:00,2012-11-01,2.53
2012-11-02 23:00:00,2012-11-02,2.49
2012-11-03 23:00:00,2012-11-03,2.48
2012-11-04 23:00:00,2012-11-04,2.47
2012-11-05 23:00:00,2012-11-05,2.46
2012-11-06 23:00:00,2012-11-06,2.46
2012-11-07 23:00:00,2012-11-07,2.44
2012-11-08 23:00:00,2012-11-08,2.38
2012-11-09 23:00:00,2012-11-09,2.41
2012-11-10 23:00:00,2012-11-10,2.40
2012-11-11 23:00:00,2012-11-11,2.40
2012-11-12 23:00:00,2012-11-12,2.73
2012-11-13 23:00:00,2012-11-13,2.66
2012-11-14 23:00:00,2012-11-14,2.67
2012-11-15 23:00:00,2012-11-15,2.60
2012-11-16 23:00:00,2012-11-16,2.54
2012-11-17 23:00:00,2012-11-17,2.56
2012-11-18 23:00:00,2012-11-18,2.55
2012-11-19 23:00:00,2012-11-19,2.52
2012-11-20 23:00:00,2012-11-20,2.50
2012-11-21 23:00:00,2012-11-21,2.48
2012-11-22 23:00:00,2012-11-22,2.43
2012-11-23 23:00:00,2012-11-23,2.43
2012-11-24 23:00:00,2012-11-24,2.41
2012-11-25 23:00:00,2012-11-25,2.41
2012-11-26 23:00:00,2012-11-26,2.44
2012-11-27 23:00:00,2012-11-27,2.51
2012-11-28 23:00:00,2012-11-28,2.46
2012-11-30 23:00:00,2012-11-30,2.46
2012-12-01 23:00:00,2012-12-01,2.45
2012-12-02 23:00:00,2012-12-02,2.46
2012-12-03 23:00:00,2012-12-03,2.44
2012-12-04 23:00:00,2012-12-04,2.60
2012-12-05 23:00:00,2012-12-05,3.26
2012-12-06 23:00:00,2012-12-06,3.03
2012-12-07 23:00:00,2012-12-07,2.91
2012-12-08 23:00:00,2012-12-08,2.83
2012-12-09 23:00:00,2012-12-09,2.86
2012-12-10 23:00:00,2012-12-10,7.55
2012-12-11 23:00:00,2012-12-11,3.97
2012-12-12 23:00:00,2012-12-12,3.52
2012-12-13 23:00:00,2012-12-13,3.27
2012-12-14 23:00:00,2012-12-14,3.15
2012-12-15 23:00:00,2012-12-15,3.09
2012-12-16 23:00:00,2012-12-16,3.62
2012-12-17 23:00:00,2012-12-17,3.37
2012-12-18 23:00:00,2012-12-18,3.40
2012-12-19 23:00:00,2012-12-19,3.20
2012-12-20 23:00:00,2012-12-20,5.38
2012-12-22 23:00:00,2012-12-22,3.28
2012-12-23 23:00:00,2012-12-23,3.27
2012-12-24 23:00:00,2012-12-24,5.76
2012-12-25 23:00:00,2012-12-25,4.25
2012-12-26 23:00:00,2012-12-26,5.46
2012-12-27 23:00:00,2012-12-27,3.93
2012-12-28 23:00:00,2012-12-28,3.64
2012-12-29 23:00:00,2012-12-29,3.77
2012-12-30 23:00:00,2012-12-30,3.51
2012-12-31 23:00:00,2012-12-31,3.36
2013-01-01 23:00:00,2013-01-01,5.71
2013-01-02 23:00:00,2013-01-02,4.08
2013-01-03 23:00:00,2013-01-03,3.63
2013-01-04 23:00:00,2013-01-04,3.41
2013-01-05 23:00:00,2013-01-05,3.27
2013-01-06 23:00:00,2013-01-06,3.17
2013-01-07 23:00:00,2013-01-07,3.09
2013-01-08 23:00:00,2013-01-08,3.03
2013-01-09 23:00:00,2013-01-09,6.24
2013-01-10 23:00:00,2013-01-10,4.08
2013-01-11 23:00:00,2013-01-11,3.86
2013-01-12 23:00:00,2013-01-12,5.64
2013-01-13 23:00:00,2013-01-13,6.36
2013-01-14 23:00:00,2013-01-14,4.82
2013-01-15 23:00:00,2013-01-15,5.15
2013-01-16 23:00:00,2013-01-16,7.14
2013-01-17 23:00:00,2013-01-17,4.72
2013-01-18 23:00:00,2013-01-18,3.98
2013-01-19 23:00:00,2013-01-19,3.68
2013-01-20 23:00:00,2013-01-20,3.50
2013-01-21 23:00:00,2013-01-21,3.36
2013-01-22 23:00:00,2013-01-22,3.25
2013-01-23 23:00:00,2013-01-23,3.18
2013-01-24 23:00:00,2013-01-24,3.10
2013-01-25 23:00:00,2013-01-25,3.44
2013-01-26 23:00:00,2013-01-26,3.40
2013-01-27 23:00:00,2013-01-27,3.25
2013-01-28 23:00:00,2013-01-28,3.17
2013-01-29 23:00:00,2013-01-29,3.11
2013-01-30 23:00:00,2013-01-30,9.62
2013-01-31 23:00:00,2013-01-31,4.25
2013-02-01 23:00:00,2013-02-01,3.70
2013-02-02 23:00:00,2013-02-02,3.48
2013-02-03 23:00:00,2013-02-03,3.36
2013-02-04 23:00:00,2013-02-04,3.25
2013-02-05 23:00:00,2013-02-05,3.16
2013-02-06 23:00:00,2013-02-06,3.07
2013-02-07 23:00:00,2013-02-07,3.02
2013-02-08 23:00:00,2013-02-08,3.01
2013-02-09 23:00:00,2013-02-09,2.96
2013-02-10 23:00:00,2013-02-10,3.22
2013-02-11 23:00:00,2013-02-11,3.45
2013-02-12 23:00:00,2013-02-12,3.25
2013-02-13 23:00:00,2013-02-13,3.23
2013-02-14 23:00:00,2013-02-14,3.16
2013-02-15 23:00:00,2013-02-15,3.08
2013-02-16 23:00:00,2013-02-16,3.01
2013-02-17 23:00:00,2013-02-17,2.97
2013-02-18 23:00:00,2013-02-18,2.94
2013-02-19 23:00:00,2013-02-19,2.92
2013-02-20 23:00:00,2013-02-20,2.88
2013-02-21 23:00:00,2013-02-21,3.11
2013-02-22 23:00:00,2013-02-22,3.44
2013-02-23 23:00:00,2013-02-23,3.22
2013-02-24 23:00:00,2013-02-24,3.11
2013-02-25 23:00:00,2013-02-25,3.03
2013-02-26 23:00:00,2013-02-26,3.03
2013-02-27 23:00:00,2013-02-27,2.98
2013-02-28 23:00:00,2013-02-28,2.94
2013-03-01 23:00:00,2013-03-01,2.90
2013-03-02 23:00:00,2013-03-02,2.88
2013-03-03 23:00:00,2013-03-03,2.86
2013-03-04 23:00:00,2013-03-04,2.84
2013-03-05 23:00:00,2013-03-05,3.17
2013-03-06 23:00:00,2013-03-06,3.40
2013-03-07 23:00:00,2013-03-07,3.21
2013-03-08 23:00:00,2013-03-08,3.11
2013-03-09 23:00:00,2013-03-09,3.03
2013-03-10 23:00:00,2013-03-10,2.96
2013-03-11 23:00:00,2013-03-11,7.16
2013-03-12 23:00:00,2013-03-12,3.78
2013-03-13 23:00:00,2013-03-13,3.45
2013-03-14 23:00:00,2013-03-14,3.26
2013-03-15 23:00:00,2013-03-15,3.19
2013-03-16 23:00:00,2013-03-16,3.11
2013-03-17 23:00:00,2013-03-17,3.04
2013-03-18 23:00:00,2013-03-18,3.41
2013-03-19 23:00:00,2013-03-19,3.42
2013-03-20 23:00:00,2013-03-20,3.20
2013-03-21 23:00:00,2013-03-21,3.11
2013-03-22 23:00:00,2013-03-22,3.03
2013-03-23 23:00:00,2013-03-23,3.00
2013-03-24 23:00:00,2013-03-24,3.24
2013-03-25 23:00:00,2013-03-25,3.20
2013-03-26 23:00:00,2013-03-26,3.09
2013-03-27 23:00:00,2013-03-27,3.02
2013-03-28 23:00:00,2013-03-28,2.96
2013-03-29 23:00:00,2013-03-29,2.94
2013-03-30 23:00:00,2013-03-30,2.93
2013-03-31 23:00:00,2013-03-31,3.28
2013-04-01 23:00:00,2013-04-01,3.09
2013-04-02 23:00:00,2013-04-02,2.99
2013-04-03 23:00:00,2013-04-03,2.93
2013-04-04 23:00:00,2013-04-04,3.03
2013-04-05 23:00:00,2013-04-05,3.17
2013-04-06 23:00:00,2013-04-06,3.03
2013-04-07 23:00:00,2013-04-07,2.96
2013-04-08 23:00:00,2013-04-08,2.93
2013-04-09 23:00:00,2013-04-09,2.90
2013-04-10 23:00:00,2013-04-10,2.85
2013-04-11 23:00:00,2013-04-11,3.59
2013-04-12 23:00:00,2013-04-12,4.11
2013-04-13 23:00:00,2013-04-13,3.51
2013-04-14 23:00:00,2013-04-14,3.29
2013-04-15 23:00:00,2013-04-15,3.15
2013-04-16 23:00:00,2013-04-16,3.06
2013-04-17 23:00:00,2013-04-17,3.00
2013-04-18 23:00:00,2013-04-18,2.93
2013-04-19 23:00:00,2013-04-19,4.40
2013-04-20 23:00:00,2013-04-20,3.42
2013-04-21 23:00:00,2013-04-21,3.20
2013-04-22 23:00:00,2013-04-22,3.09
2013-04-23 23:00:00,2013-04-23,2.99
2013-04-24 23:00:00,2013-04-24,3.06
2013-04-25 23:00:00,2013-04-25,3.03
2013-04-26 23:00:00,2013-04-26,2.95
2013-04-27 23:00:00,2013-04-27,9.60
2013-04-28 23:00:00,2013-04-28,8.90
2013-04-29 23:00:00,2013-04-29,4.57
2013-04-30 23:00:00,2013-04-30,3.84
2013-05-01 23:00:00,2013-05-01,3.54
2013-05-02 23:00:00,2013-05-02,3.37
2013-05-03 23:00:00,2013-05-03,3.24
2013-05-04 23:00:00,2013-05-04,7.11
2013-05-05 23:00:00,2013-05-05,4.50
2013-05-06 23:00:00,2013-05-06,7.08
2013-05-07 23:00:00,2013-05-07,4.35
2013-05-08 23:00:00,2013-05-08,3.76
2013-05-09 23:00:00,2013-05-09,3.50
2013-05-10 23:00:00,2013-05-10,3.62
2013-05-11 23:00:00,2013-05-11,3.50
2013-05-12 23:00:00,2013-05-12,3.31
2013-05-13 23:00:00,2013-05-13,3.20
2013-05-14 23:00:00,2013-05-14,3.11
2013-05-15 23:00:00,2013-05-15,3.04
2013-05-16 23:00:00,2013-05-16,2.97
2013-05-17 23:00:00,2013-05-17,3.84
2013-05-18 23:00:00,2013-05-18,3.24
2013-05-19 23:00:00,2013-05-19,3.09
2013-05-20 23:00:00,2013-05-20,3.01
2013-05-21 23:00:00,2013-05-21,2.96
2013-05-22 23:00:00,2013-05-22,3.01
2013-05-23 23:00:00,2013-05-23,2.93
2013-05-24 23:00:00,2013-05-24,2.84
2013-05-25 23:00:00,2013-05-25,2.78
2013-05-26 23:00:00,2013-05-26,2.73
2013-05-27 23:00:00,2013-05-27,2.70
2013-05-28 23:00:00,2013-05-28,2.67
2013-05-29 23:00:00,2013-05-29,2.64
2013-05-30 23:00:00,2013-05-30,2.62
2013-05-31 23:00:00,2013-05-31,2.58
2013-06-01 23:00:00,2013-06-01,2.64
2013-06-02 23:00:00,2013-06-02,2.58
2013-06-03 23:00:00,2013-06-03,2.53
2013-06-04 23:00:00,2013-06-04,2.56
2013-06-05 23:00:00,2013-06-05,9.51
2013-06-06 23:00:00,2013-06-06,3.20
2013-06-07 23:00:00,2013-06-07,2.91
2013-06-08 23:00:00,2013-06-08,2.73
2013-06-09 23:00:00,2013-06-09,2.86
2013-06-10 23:00:00,2013-06-10,3.42
2013-06-11 23:00:00,2013-06-11,3.56
2013-06-12 23:00:00,2013-06-12,3.11
2013-06-13 23:00:00,2013-06-13,2.93
2013-06-14 23:00:00,2013-06-14,2.78
2013-06-15 23:00:00,2013-06-15,2.73
2013-06-16 23:00:00,2013-06-16,2.63
2013-06-17 23:00:00,2013-06-17,2.62
2013-06-18 23:00:00,2013-06-18,3.75
2013-06-19 23:00:00,2013-06-19,3.14
2013-06-20 23:00:00,2013-06-20,2.94
2013-06-21 23:00:00,2013-06-21,3.01
2013-06-22 23:00:00,2013-06-22,2.84
2013-06-23 23:00:00,2013-06-23,2.74
2013-06-24 23:00:00,2013-06-24,2.67
2013-06-25 23:00:00,2013-06-25,2.67
2013-06-26 23:00:00,2013-06-26,2.60
2013-06-27 23:00:00,2013-06-27,2.55
2013-06-28 23:00:00,2013-06-28,2.56
2013-06-29 23:00:00,2013-06-29,2.51
2013-06-30 23:00:00,2013-06-30,2.43
2013-07-01 23:00:00,2013-07-01,2.85
2013-07-02 23:00:00,2013-07-02,2.51
2013-07-03 23:00:00,2013-07-03,2.42
2013-07-04 23:00:00,2013-07-04,10.34
2013-07-05 23:00:00,2013-07-05,5.31
2013-07-06 23:00:00,2013-07-06,14.01
2013-07-07 23:00:00,2013-07-07,4.50
2013-07-08 23:00:00,2013-07-08,3.72
2013-07-09 23:00:00,2013-07-09,3.43
2013-07-10 23:00:00,2013-07-10,3.72
2013-07-11 23:00:00,2013-07-11,4.83
2013-07-12 23:00:00,2013-07-12,3.71
2013-07-13 23:00:00,2013-07-13,3.40
2013-07-14 23:00:00,2013-07-14,3.27
2013-07-15 23:00:00,2013-07-15,3.13
2013-07-16 23:00:00,2013-07-16,3.03
2013-07-17 23:00:00,2013-07-17,2.94
2013-07-18 23:00:00,2013-07-18,2.90
2013-07-19 23:00:00,2013-07-19,2.83
2013-07-20 23:00:00,2013-07-20,2.79
2013-07-21 23:00:00,2013-07-21,2.80
2013-07-22 23:00:00,2013-07-22,2.87
2013-07-23 23:00:00,2013-07-23,2.86
2013-07-24 23:00:00,2013-07-24,2.76
2013-07-25 23:00:00,2013-07-25,2.69
2013-07-26 23:00:00,2013-07-26,2.68
2013-07-27 23:00:00,2013-07-27,2.64
2013-07-28 23:00:00,2013-07-28,2.59
2013-07-29 23:00:00,2013-07-29,2.57
2013-07-30 23:00:00,2013-07-30,2.49
2013-07-31 23:00:00,2013-07-31,2.76
2013-08-01 23:00:00,2013-08-01,2.93
2013-08-02 23:00:00,2013-08-02,2.69
2013-08-03 23:00:00,2013-08-03,2.66
2013-08-04 23:00:00,2013-08-04,2.62
2013-08-05 23:00:00,2013-08-05,2.52
2013-08-06 23:00:00,2013-08-06,2.58
2013-08-07 23:00:00,2013-08-07,2.72
2013-08-08 23:00:00,2013-08-08,3.10
2013-08-09 23:00:00,2013-08-09,3.03
2013-08-10 23:00:00,2013-08-10,2.88
2013-08-11 23:00:00,2013-08-11,3.33
2013-09-18 23:00:00,2013-09-18,2.23
2013-09-19 23:00:00,2013-09-19,2.22
2013-09-20 23:00:00,2013-09-20,2.08
2013-09-21 23:00:00,2013-09-21,2.54
2013-09-22 23:00:00,2013-09-22,2.37
2013-09-23 23:00:00,2013-09-23,2.31
2013-09-24 23:00:00,2013-09-24,2.39
2013-09-25 23:00:00,2013-09-25,2.47
2013-09-26 23:00:00,2013-09-26,2.46
2013-09-27 23:00:00,2013-09-27,2.31
2013-09-28 23:00:00,2013-09-28,2.38
2013-09-29 23:00:00,2013-09-29,2.29
2013-09-30 23:00:00,2013-09-30,2.24
2013-10-01 23:00:00,2013-10-01,2.23
2013-10-02 23:00:00,2013-10-02,2.17
2013-10-03 23:00:00,2013-10-03,2.20
2013-10-04 23:00:00,2013-10-04,2.17
2013-10-05 23:00:00,2013-10-05,2.11
2013-10-06 23:00:00,2013-10-06,2.58
2013-10-07 23:00:00,2013-10-07,2.41
2013-10-08 23:00:00,2013-10-08,2.42
2013-10-09 23:00:00,2013-10-09,2.39
2013-10-10 23:00:00,2013-10-10,2.34
2013-10-11 23:00:00,2013-10-11,2.38
2013-10-12 23:00:00,2013-10-12,2.26
2013-10-13 23:00:00,2013-10-13,2.27
2013-10-14 23:00:00,2013-10-14,2.20
2013-10-15 23:00:00,2013-10-15,2.22
2013-10-16 23:00:00,2013-10-16,2.37
2013-10-17 23:00:00,2013-10-17,2.37
2013-10-18 23:00:00,2013-10-18,2.26
2013-10-19 23:00:00,2013-10-19,2.26
2013-10-20 23:00:00,2013-10-20,2.25
2013-10-21 23:00:00,2013-10-21,2.32
2013-10-22 23:00:00,2013-10-22,2.22
2013-10-23 23:00:00,2013-10-23,2.20
2013-10-24 23:00:00,2013-10-24,2.08
2013-10-25 23:00:00,2013-10-25,2.15
2013-10-26 23:00:00,2013-10-26,2.19
2013-10-27 23:00:00,2013-10-27,2.15
2013-10-28 23:00:00,2013-10-28,2.15
2013-10-29 23:00:00,2013-10-29,2.10
2013-10-30 23:00:00,2013-10-30,2.20
2013-10-31 23:00:00,2013-10-31,2.06
2013-11-01 23:00:00,2013-11-01,1.99
2013-11-02 23:00:00,2013-11-02,2.07
2013-11-03 23:00:00,2013-11-03,2.27
2013-11-04 23:00:00,2013-11-04,2.07
2013-11-05 23:00:00,2013-11-05,2.09
2013-11-06 23:00:00,2013-11-06,2.04
2013-11-07 23:00:00,2013-11-07,2.30
2013-11-08 23:00:00,2013-11-08,2.23
2013-11-09 23:00:00,2013-11-09,2.12
2013-11-10 23:00:00,2013-11-10,2.10
2013-11-11 23:00:00,2013-11-11,2.09
2013-11-12 23:00:00,2013-11-12,2.08
2013-11-13 23:00:00,2013-11-13,2.12
2013-11-14 23:00:00,2013-11-14,2.18
2013-11-15 23:00:00,2013-11-15,2.22
2013-11-16 23:00:00,2013-11-16,2.15
2013-11-17 23:00:00,2013-11-17,2.31
2013-11-18 23:00:00,2013-11-18,2.38
2013-11-19 23:00:00,2013-11-19,2.45
2013-11-20 23:00:00,2013-11-20,2.42
2013-11-21 23:00:00,2013-11-21,2.42
2013-11-22 23:00:00,2013-11-22,2.43
2013-11-23 23:00:00,2013-11-23,2.40
2013-11-24 23:00:00,2013-11-24,2.39
2013-11-25 23:00:00,2013-11-25,2.29
2013-11-26 23:00:00,2013-11-26,3.08
2013-11-27 23:00:00,2013-11-27,2.95
2013-11-28 23:00:00,2013-11-28,2.78
2013-11-29 23:00:00,2013-11-29,2.69
2013-11-30 23:00:00,2013-11-30,2.66
2013-12-01 23:00:00,2013-12-01,2.60
2013-12-02 23:00:00,2013-12-02,2.54
2013-12-03 23:00:00,2013-12-03,2.51
2013-12-04 23:00:00,2013-12-04,2.53
2013-12-05 23:00:00,2013-12-05,2.98
2013-12-06 23:00:00,2013-12-06,6.33
2013-12-07 23:00:00,2013-12-07,3.97
2013-12-08 23:00:00,2013-12-08,3.95
2013-12-09 23:00:00,2013-12-09,4.29
2013-12-10 23:00:00,2013-12-10,3.70
2013-12-11 23:00:00,2013-12-11,3.40
2013-12-12 23:00:00,2013-12-12,3.24
2013-12-13 23:00:00,2013-12-13,3.11
2013-12-14 23:00:00,2013-12-14,3.30
2013-12-15 23:00:00,2013-12-15,3.24
2013-12-16 23:00:00,2013-12-16,3.10
2013-12-17 23:00:00,2013-12-17,3.01
2013-12-18 23:00:00,2013-12-18,2.95
2013-12-19 23:00:00,2013-12-19,2.91
2013-12-20 23:00:00,2013-12-20,2.86
2013-12-21 23:00:00,2013-12-21,3.03
2013-12-22 23:00:00,2013-12-22,5.36
2013-12-23 23:00:00,2013-12-23,3.72
2013-12-24 23:00:00,2013-12-24,3.39
2013-12-25 23:00:00,2013-12-25,3.22
2013-12-26 23:00:00,2013-12-26,3.10
2013-12-27 23:00:00,2013-12-27,3.01
2013-12-28 23:00:00,2013-12-28,3.01
2013-12-29 23:00:00,2013-12-29,3.77
2013-12-30 23:00:00,2013-12-30,3.37
2013-12-31 23:00:00,2013-12-31,3.18
2014-01-01 23:00:00,2014-01-01,3.07
2014-01-02 23:00:00,2014-01-02,3.06
2014-01-03 23:00:00,2014-01-03,3.09
2014-01-04 23:00:00,2014-01-04,3.03
2014-01-05 23:00:00,2014-01-05,3.09
2014-01-06 23:00:00,2014-01-06,3.01
2014-01-07 23:00:00,2014-01-07,2.92
2014-01-08 23:00:00,2014-01-08,2.89
2014-01-09 23:00:00,2014-01-09,2.87
2014-01-10 23:00:00,2014-01-10,2.89
2014-01-11 23:00:00,2014-01-11,5.14
2014-01-12 23:00:00,2014-01-12,3.64
2014-01-13 23:00:00,2014-01-13,3.94
2014-01-14 23:00:00,2014-01-14,4.30
2014-01-15 23:00:00,2014-01-15,3.64
2014-01-16 23:00:00,2014-01-16,3.40
2014-01-17 23:00:00,2014-01-17,3.24
2014-01-18 23:00:00,2014-01-18,3.15
2014-01-19 23:00:00,2014-01-19,3.06
2014-01-20 23:00:00,2014-01-20,3.00
2014-01-21 23:00:00,2014-01-21,2.94
2014-01-22 23:00:00,2014-01-22,2.89
2014-01-23 23:00:00,2014-01-23,2.81
2014-01-24 23:00:00,2014-01-24,2.80
2014-01-25 23:00:00,2014-01-25,2.76
2014-01-26 23:00:00,2014-01-26,2.77
2014-01-27 23:00:00,2014-01-27,2.71
2014-01-28 23:00:00,2014-01-28,2.70
2014-01-29 23:00:00,2014-01-29,2.65
2014-01-30 23:00:00,2014-01-30,2.65
2014-01-31 23:00:00,2014-01-31,2.64
2014-02-01 23:00:00,2014-02-01,2.65
2014-02-02 23:00:00,2014-02-02,3.19
2014-02-03 23:00:00,2014-02-03,4.75
2014-02-04 23:00:00,2014-02-04,4.12
2014-02-05 23:00:00,2014-02-05,5.65
2014-02-06 23:00:00,2014-02-06,3.99
2014-02-07 23:00:00,2014-02-07,3.61
2014-02-08 23:00:00,2014-02-08,3.42
2014-02-09 23:00:00,2014-02-09,3.30
2014-02-10 23:00:00,2014-02-10,3.19
2014-02-11 23:00:00,2014-02-11,3.11
2014-02-12 23:00:00,2014-02-12,3.09
2014-02-13 23:00:00,2014-02-13,3.06
2014-02-14 23:00:00,2014-02-14,3.10
2014-02-15 23:00:00,2014-02-15,3.26
2014-02-16 23:00:00,2014-02-16,3.14
2014-02-17 23:00:00,2014-02-17,3.09
2014-02-18 23:00:00,2014-02-18,3.05
2014-02-19 23:00:00,2014-02-19,3.01
2014-02-20 23:00:00,2014-02-20,3.35
2014-02-21 23:00:00,2014-02-21,5.13
2014-02-22 23:00:00,2014-02-22,3.87
2014-02-23 23:00:00,2014-02-23,3.57
2014-02-24 23:00:00,2014-02-24,3.35
2014-02-25 23:00:00,2014-02-25,3.23
2014-02-26 23:00:00,2014-02-26,3.11
2014-02-27 23:00:00,2014-02-27,3.05
2014-02-28 23:00:00,2014-02-28,3.00
2014-03-01 23:00:00,2014-03-01,2.95
2014-03-02 23:00:00,2014-03-02,3.38
2014-03-03 23:00:00,2014-03-03,7.66
2014-03-04 23:00:00,2014-03-04,4.26
2014-03-05 23:00:00,2014-03-05,3.77
2014-03-06 23:00:00,2014-03-06,3.54
2014-03-07 23:00:00,2014-03-07,3.34
2014-03-08 23:00:00,2014-03-08,3.23
2014-03-09 23:00:00,2014-03-09,3.15
2014-03-10 23:00:00,2014-03-10,3.07
2014-03-11 23:00:00,2014-03-11,3.02
2014-03-12 23:00:00,2014-03-12,2.95
2014-03-13 23:00:00,2014-03-13,2.92
2014-03-14 23:00:00,2014-03-14,2.86
2014-03-15 23:00:00,2014-03-15,2.83
2014-03-16 23:00:00,2014-03-16,2.99
2014-03-17 23:00:00,2014-03-17,3.15
2014-03-18 23:00:00,2014-03-18,3.06
2014-03-19 23:00:00,2014-03-19,2.98
2014-03-20 23:00:00,2014-03-20,2.93
2014-03-21 23:00:00,2014-03-21,2.90
2014-03-22 23:00:00,2014-03-22,2.84
2014-03-23 23:00:00,2014-03-23,2.84
2014-03-24 23:00:00,2014-03-24,2.81
2014-03-25 23:00:00,2014-03-25,2.79
2014-03-26 23:00:00,2014-03-26,2.74
2014-03-27 23:00:00,2014-03-27,2.74
2014-03-28 23:00:00,2014-03-28,2.73
2014-03-29 23:00:00,2014-03-29,2.81
2014-03-30 23:00:00,2014-03-30,2.99
2014-03-31 23:00:00,2014-03-31,2.90
2014-04-01 23:00:00,2014-04-01,2.83
2014-04-02 23:00:00,2014-04-02,2.81
2014-04-03 23:00:00,2014-04-03,2.78
2014-04-04 23:00:00,2014-04-04,2.87
2014-04-05 23:00:00,2014-04-05,2.93
2014-04-06 23:00:00,2014-04-06,2.90
2014-04-07 23:00:00,2014-04-07,3.73
2014-04-08 23:00:00,2014-04-08,3.29
2014-04-09 23:00:00,2014-04-09,3.11
2014-04-10 23:00:00,2014-04-10,2.99
2014-04-11 23:00:00,2014-04-11,2.95
2014-04-12 23:00:00,2014-04-12,2.95
2014-04-13 23:00:00,2014-04-13,2.87
2014-04-14 23:00:00,2014-04-14,2.89
2014-04-15 23:00:00,2014-04-15,3.54
2014-04-16 23:00:00,2014-04-16,3.16
2014-04-17 23:00:00,2014-04-17,3.03
2014-04-18 23:00:00,2014-04-18,2.96
2014-04-19 23:00:00,2014-04-19,2.90
2014-04-20 23:00:00,2014-04-20,2.86
2014-04-21 23:00:00,2014-04-21,2.79
2014-04-22 23:00:00,2014-04-22,2.85
